r1,r2,a1,r3,a2,d1,E
0.860000000000,0.860000000000,80.000000000000,0.860000000000,80.000000000000,113.162680000000,0.132606900000
0.860000000000,0.860000000000,80.000000000000,0.860000000000,90.000000000000,113.162680000000,0.117450172000
0.860000000000,0.860000000000,80.000000000000,0.860000000000,100.000000000000,113.162680000000,0.108427176000
0.860000000000,0.860000000000,80.000000000000,0.860000000000,110.000000000000,113.162680000000,0.104764449000
0.860000000000,0.860000000000,80.000000000000,0.860000000000,120.000000000000,113.162680000000,0.105699092000
0.860000000000,0.860000000000,80.000000000000,0.902500000000,80.000000000000,113.162680000000,0.117634486000
0.860000000000,0.860000000000,80.000000000000,0.902500000000,90.000000000000,113.162680000000,0.103178773000
0.860000000000,0.860000000000,80.000000000000,0.902500000000,100.000000000000,113.162680000000,0.094692308200
0.860000000000,0.860000000000,80.000000000000,0.902500000000,110.000000000000,113.162680000000,0.091450968600
0.860000000000,0.860000000000,80.000000000000,0.902500000000,120.000000000000,113.162680000000,0.092721088200
0.860000000000,0.860000000000,80.000000000000,0.945000000000,80.000000000000,113.162680000000,0.108452551000
0.860000000000,0.860000000000,80.000000000000,0.945000000000,90.000000000000,113.162680000000,0.094705067700
0.860000000000,0.860000000000,80.000000000000,0.945000000000,100.000000000000,113.162680000000,0.086768410000
0.860000000000,0.860000000000,80.000000000000,0.945000000000,110.000000000000,113.162680000000,0.083958304000
0.860000000000,0.860000000000,80.000000000000,0.945000000000,120.000000000000,113.162680000000,0.085564975600
0.860000000000,0.860000000000,80.000000000000,0.987500000000,80.000000000000,113.162680000000,0.103736821000
0.860000000000,0.860000000000,80.000000000000,0.987500000000,90.000000000000,113.162680000000,0.090698770900
0.860000000000,0.860000000000,80.000000000000,0.987500000000,100.000000000000,113.162680000000,0.083316143700
0.860000000000,0.860000000000,80.000000000000,0.987500000000,110.000000000000,113.162680000000,0.080940641000
0.860000000000,0.860000000000,80.000000000000,0.987500000000,120.000000000000,113.162680000000,0.082884531300
0.860000000000,0.860000000000,80.000000000000,1.030000000000,80.000000000000,113.162680000000,0.102450102000
0.860000000000,0.860000000000,80.000000000000,1.030000000000,90.000000000000,113.162680000000,0.090120882900
0.860000000000,0.860000000000,80.000000000000,1.030000000000,100.000000000000,113.162680000000,0.083292462800
0.860000000000,0.860000000000,80.000000000000,1.030000000000,110.000000000000,113.162680000000,0.081351399400
0.860000000000,0.860000000000,80.000000000000,1.030000000000,120.000000000000,113.162680000000,0.083631965600
0.860000000000,0.860000000000,80.000000000000,1.072500000000,80.000000000000,113.162680000000,0.103778372000
0.860000000000,0.860000000000,80.000000000000,1.072500000000,90.000000000000,113.162680000000,0.092156472000
0.860000000000,0.860000000000,80.000000000000,1.072500000000,100.000000000000,113.162680000000,0.085880303000
0.860000000000,0.860000000000,80.000000000000,1.072500000000,110.000000000000,113.162680000000,0.084371221700
0.860000000000,0.860000000000,80.000000000000,1.072500000000,120.000000000000,113.162680000000,0.086986228100
0.860000000000,0.860000000000,80.000000000000,1.115000000000,80.000000000000,113.162680000000,0.107082502000
0.860000000000,0.860000000000,80.000000000000,1.115000000000,90.000000000000,113.162680000000,0.096164795800
0.860000000000,0.860000000000,80.000000000000,1.115000000000,100.000000000000,113.162680000000,0.090437006800
0.860000000000,0.860000000000,80.000000000000,1.115000000000,110.000000000000,113.162680000000,0.089355367900
0.860000000000,0.860000000000,80.000000000000,1.115000000000,120.000000000000,113.162680000000,0.092300469400
0.860000000000,0.860000000000,80.000000000000,1.157500000000,80.000000000000,113.162680000000,0.111860384000
