rCH1             rCH2             rCO            aH1CO           aH1CO            D                  E
1.09000000E+00  1.10000000E+00  1.19000000E+00  1.22000000E+02  1.22000000E+02  1.80000000E+02     6.34745093E+03
1.12000000E+00  1.12000000E+00  1.21000000E+00  1.24000000E+02  1.22000000E+02  1.80000000E+02     3.82348826E+03
1.12000000E+00  1.11000000E+00  1.21000000E+00  1.20000000E+02  1.24000000E+02  1.76000000E+02     3.98858458E+03
1.12000000E+00  1.10000000E+00  1.21000000E+00  1.24000000E+02  1.22000000E+02  1.76000000E+02     3.86365348E+03
1.08000000E+00  1.11000000E+00  1.21000000E+00  1.20000000E+02  1.24000000E+02  1.80000000E+02     7.85874290E+03
1.08000000E+00  1.11000000E+00  1.21000000E+00  1.24000000E+02  1.22000000E+02  1.80000000E+02     7.66908602E+03
1.09000000E+00  1.11000000E+00  1.19000000E+00  1.22000000E+02  1.22000000E+02  1.80000000E+02     6.31907869E+03
1.12000000E+00  1.12000000E+00  1.21000000E+00  1.20000000E+02  1.24000000E+02  1.80000000E+02     3.96096448E+03
1.12000000E+00  1.09000000E+00  1.20000000E+00  1.20000000E+02  1.22000000E+02  1.76000000E+02     3.93761927E+03
1.09000000E+00  1.11000000E+00  1.22000000E+00  1.20000000E+02  1.24000000E+02  1.80000000E+02     6.84419212E+03
1.12000000E+00  1.10000000E+00  1.20000000E+00  1.20000000E+02  1.24000000E+02  1.76000000E+02     3.84959291E+03
1.12000000E+00  1.10000000E+00  1.19000000E+00  1.22000000E+02  1.22000000E+02  1.80000000E+02     3.58899347E+03
1.11000000E+00  1.10000000E+00  1.21000000E+00  1.18000000E+02  1.24000000E+02  1.80000000E+02     4.97088042E+03
1.10000000E+00  1.10000000E+00  1.22000000E+00  1.20000000E+02  1.20000000E+02  1.76000000E+02     6.07656640E+03
1.08000000E+00  1.11000000E+00  1.22000000E+00  1.20000000E+02  1.22000000E+02  1.80000000E+02     8.09537319E+03
1.12000000E+00  1.10000000E+00  1.20000000E+00  1.24000000E+02  1.22000000E+02  1.76000000E+02     3.71182624E+03
1.08000000E+00  1.08000000E+00  1.21000000E+00  1.22000000E+02  1.22000000E+02  1.80000000E+02     7.93137681E+03
1.09000000E+00  1.11000000E+00  1.20000000E+00  1.20000000E+02  1.24000000E+02  1.76000000E+02     6.57106307E+03
1.10000000E+00  1.10000000E+00  1.20000000E+00  1.20000000E+02  1.20000000E+02  1.76000000E+02     5.76497849E+03
1.11000000E+00  1.11000000E+00  1.22000000E+00  1.24000000E+02  1.22000000E+02  1.80000000E+02     4.75043985E+03
1.12000000E+00  1.11000000E+00  1.19000000E+00  1.22000000E+02  1.22000000E+02  1.80000000E+02     3.57198001E+03
1.12000000E+00  1.11000000E+00  1.21000000E+00  1.24000000E+02  1.22000000E+02  1.76000000E+02     3.84812607E+03
1.12000000E+00  1.11000000E+00  1.20000000E+00  1.24000000E+02  1.22000000E+02  1.76000000E+02     3.69567490E+03
1.08000000E+00  1.09000000E+00  1.21000000E+00  1.20000000E+02  1.22000000E+02  1.76000000E+02     8.06225664E+03
1.08000000E+00  1.09000000E+00  1.20000000E+00  1.20000000E+02  1.22000000E+02  1.80000000E+02     7.88999302E+03
1.08000000E+00  1.09000000E+00  1.22000000E+00  1.20000000E+02  1.22000000E+02  1.80000000E+02     8.18341530E+03
1.08000000E+00  1.11000000E+00  1.21000000E+00  1.20000000E+02  1.20000000E+02  1.80000000E+02     8.10675829E+03
1.09000000E+00  1.09000000E+00  1.22000000E+00  1.20000000E+02  1.24000000E+02  1.80000000E+02     6.92879022E+03
1.09000000E+00  1.10000000E+00  1.22000000E+00  1.24000000E+02  1.22000000E+02  1.80000000E+02     6.68575323E+03
1.10000000E+00  1.10000000E+00  1.22000000E+00  1.20000000E+02  1.24000000E+02  1.76000000E+02     5.87046429E+03
1.12000000E+00  1.12000000E+00  1.20000000E+00  1.20000000E+02  1.24000000E+02  1.80000000E+02     3.80150468E+03
1.08000000E+00  1.12000000E+00  1.21000000E+00  1.22000000E+02  1.22000000E+02  1.76000000E+02     7.78703334E+03
1.12000000E+00  1.09000000E+00  1.21000000E+00  1.20000000E+02  1.24000000E+02  1.76000000E+02     4.05146644E+03
1.09000000E+00  1.09000000E+00  1.20000000E+00  1.20000000E+02  1.20000000E+02  1.80000000E+02     6.84720593E+03
1.09000000E+00  1.10000000E+00  1.21000000E+00  1.18000000E+02  1.22000000E+02  1.80000000E+02     7.04037000E+03
1.12000000E+00  1.11000000E+00  1.20000000E+00  1.20000000E+02  1.24000000E+02  1.76000000E+02     3.82985702E+03
1.12000000E+00  1.11000000E+00  1.22000000E+00  1.22000000E+02  1.22000000E+02  1.76000000E+02     4.07056944E+03
1.12000000E+00  1.12000000E+00  1.21000000E+00  1.20000000E+02  1.22000000E+02  1.76000000E+02     4.04374120E+03
1.10000000E+00  1.10000000E+00  1.19000000E+00  1.22000000E+02  1.22000000E+02  1.76000000E+02     5.33357366E+03
1.08000000E+00  1.09000000E+00  1.21000000E+00  1.20000000E+02  1.24000000E+02  1.80000000E+02     7.95291593E+03
1.11000000E+00  1.10000000E+00  1.19000000E+00  1.22000000E+02  1.22000000E+02  1.76000000E+02     4.41661098E+03
1.12000000E+00  1.12000000E+00  1.22000000E+00  1.22000000E+02  1.22000000E+02  1.80000000E+02     4.04682631E+03
1.08000000E+00  1.09000000E+00  1.21000000E+00  1.20000000E+02  1.20000000E+02  1.80000000E+02     8.19146230E+03
1.08000000E+00  1.11000000E+00  1.20000000E+00  1.24000000E+02  1.22000000E+02  1.80000000E+02     7.53392276E+03
1.08000000E+00  1.10000000E+00  1.20000000E+00  1.24000000E+02  1.22000000E+02  1.80000000E+02     7.56475229E+03
1.12000000E+00  1.10000000E+00  1.20000000E+00  1.20000000E+02  1.20000000E+02  1.80000000E+02     3.99110761E+03
1.11000000E+00  1.10000000E+00  1.20000000E+00  1.20000000E+02  1.20000000E+02  1.76000000E+02     4.83245435E+03
1.12000000E+00  1.10000000E+00  1.22000000E+00  1.20000000E+02  1.22000000E+02  1.76000000E+02     4.22479873E+03
1.11000000E+00  1.11000000E+00  1.19000000E+00  1.22000000E+02  1.22000000E+02  1.76000000E+02     4.39580472E+03
1.09000000E+00  1.11000000E+00  1.22000000E+00  1.24000000E+02  1.22000000E+02  1.80000000E+02     6.66022668E+03
1.11000000E+00  1.11000000E+00  1.21000000E+00  1.18000000E+02  1.22000000E+02  1.80000000E+02     5.02830401E+03
1.12000000E+00  1.10000000E+00  1.22000000E+00  1.20000000E+02  1.24000000E+02  1.80000000E+02     4.14654302E+03
1.10000000E+00  1.10000000E+00  1.19000000E+00  1.20000000E+02  1.22000000E+02  1.80000000E+02     5.45225755E+03
1.11000000E+00  1.10000000E+00  1.22000000E+00  1.20000000E+02  1.24000000E+02  1.76000000E+02     4.96373751E+03
1.12000000E+00  1.09000000E+00  1.22000000E+00  1.22000000E+02  1.22000000E+02  1.76000000E+02     4.12610169E+03
1.11000000E+00  1.11000000E+00  1.21000000E+00  1.18000000E+02  1.24000000E+02  1.80000000E+02     4.94708560E+03
1.12000000E+00  1.10000000E+00  1.21000000E+00  1.20000000E+02  1.20000000E+02  1.76000000E+02     4.17998290E+03
1.08000000E+00  1.10000000E+00  1.20000000E+00  1.20000000E+02  1.24000000E+02  1.80000000E+02     7.75215468E+03
1.08000000E+00  1.09000000E+00  1.20000000E+00  1.22000000E+02  1.22000000E+02  1.76000000E+02     7.74517052E+03
1.11000000E+00  1.10000000E+00  1.19000000E+00  1.20000000E+02  1.22000000E+02  1.80000000E+02     4.52477380E+03
1.09000000E+00  1.10000000E+00  1.22000000E+00  1.20000000E+02  1.20000000E+02  1.76000000E+02     7.12960137E+03
1.08000000E+00  1.10000000E+00  1.22000000E+00  1.22000000E+02  1.22000000E+02  1.76000000E+02     7.97656450E+03
1.08000000E+00  1.08000000E+00  1.21000000E+00  1.20000000E+02  1.22000000E+02  1.80000000E+02     8.11332166E+03
1.11000000E+00  1.10000000E+00  1.22000000E+00  1.20000000E+02  1.20000000E+02  1.76000000E+02     5.15282559E+03
1.11000000E+00  1.11000000E+00  1.19000000E+00  1.24000000E+02  1.22000000E+02  1.80000000E+02     4.30580066E+03
1.09000000E+00  1.10000000E+00  1.21000000E+00  1.18000000E+02  1.24000000E+02  1.80000000E+02     6.94490449E+03
1.10000000E+00  1.10000000E+00  1.21000000E+00  1.24000000E+02  1.24000000E+02  1.80000000E+02     5.49546529E+03
1.11000000E+00  1.10000000E+00  1.20000000E+00  1.24000000E+02  1.24000000E+02  1.80000000E+02     4.45758012E+03
1.10000000E+00  1.10000000E+00  1.20000000E+00  1.24000000E+02  1.24000000E+02  1.80000000E+02     5.35216299E+03
1.10000000E+00  1.10000000E+00  1.19000000E+00  1.24000000E+02  1.22000000E+02  1.80000000E+02     5.23307389E+03
1.11000000E+00  1.11000000E+00  1.20000000E+00  1.24000000E+02  1.24000000E+02  1.80000000E+02     4.43540914E+03
1.11000000E+00  1.10000000E+00  1.19000000E+00  1.24000000E+02  1.22000000E+02  1.80000000E+02     4.32596328E+03
1.09000000E+00  1.09000000E+00  1.20000000E+00  1.20000000E+02  1.24000000E+02  1.76000000E+02     6.65844689E+03
1.08000000E+00  1.10000000E+00  1.20000000E+00  1.20000000E+02  1.22000000E+02  1.76000000E+02     7.86429398E+03
1.11000000E+00  1.11000000E+00  1.20000000E+00  1.20000000E+02  1.20000000E+02  1.76000000E+02     4.81370459E+03
1.12000000E+00  1.11000000E+00  1.20000000E+00  1.20000000E+02  1.20000000E+02  1.80000000E+02     3.97622614E+03
1.11000000E+00  1.11000000E+00  1.19000000E+00  1.20000000E+02  1.22000000E+02  1.80000000E+02     4.50339319E+03
1.11000000E+00  1.10000000E+00  1.21000000E+00  1.24000000E+02  1.24000000E+02  1.80000000E+02     4.60508113E+03
1.08000000E+00  1.11000000E+00  1.20000000E+00  1.20000000E+02  1.24000000E+02  1.80000000E+02     7.71660069E+03
1.08000000E+00  1.09000000E+00  1.21000000E+00  1.24000000E+02  1.22000000E+02  1.80000000E+02     7.75366916E+03
1.09000000E+00  1.11000000E+00  1.21000000E+00  1.18000000E+02  1.22000000E+02  1.80000000E+02     7.01077490E+03
1.12000000E+00  1.09000000E+00  1.20000000E+00  1.20000000E+02  1.24000000E+02  1.76000000E+02     3.89384661E+03
1.12000000E+00  1.09000000E+00  1.21000000E+00  1.24000000E+02  1.22000000E+02  1.76000000E+02     3.90370399E+03
1.09000000E+00  1.09000000E+00  1.20000000E+00  1.24000000E+02  1.22000000E+02  1.76000000E+02     6.47990855E+03
1.12000000E+00  1.10000000E+00  1.22000000E+00  1.20000000E+02  1.20000000E+02  1.80000000E+02     4.32033219E+03
1.09000000E+00  1.09000000E+00  1.21000000E+00  1.18000000E+02  1.22000000E+02  1.80000000E+02     7.09440254E+03
1.09000000E+00  1.10000000E+00  1.20000000E+00  1.20000000E+02  1.20000000E+02  1.76000000E+02     6.82711154E+03
1.08000000E+00  1.12000000E+00  1.20000000E+00  1.20000000E+02  1.22000000E+02  1.80000000E+02     7.78962219E+03
1.10000000E+00  1.10000000E+00  1.22000000E+00  1.24000000E+02  1.22000000E+02  1.76000000E+02     5.69531408E+03
1.08000000E+00  1.12000000E+00  1.20000000E+00  1.22000000E+02  1.22000000E+02  1.76000000E+02     7.64793949E+03
1.08000000E+00  1.10000000E+00  1.22000000E+00  1.20000000E+02  1.20000000E+02  1.80000000E+02     8.28970087E+03
1.12000000E+00  1.12000000E+00  1.20000000E+00  1.20000000E+02  1.22000000E+02  1.76000000E+02     3.88438837E+03
1.11000000E+00  1.11000000E+00  1.21000000E+00  1.24000000E+02  1.24000000E+02  1.80000000E+02     4.58362917E+03
1.10000000E+00  1.10000000E+00  1.21000000E+00  1.18000000E+02  1.22000000E+02  1.76000000E+02     6.01087836E+03
1.10000000E+00  1.10000000E+00  1.22000000E+00  1.18000000E+02  1.22000000E+02  1.80000000E+02     6.14558081E+03
1.08000000E+00  1.12000000E+00  1.22000000E+00  1.22000000E+02  1.22000000E+02  1.80000000E+02     7.90654141E+03
1.10000000E+00  1.10000000E+00  1.20000000E+00  1.18000000E+02  1.24000000E+02  1.80000000E+02     5.73996569E+03
1.08000000E+00  1.11000000E+00  1.22000000E+00  1.22000000E+02  1.22000000E+02  1.76000000E+02     7.94593435E+03
1.08000000E+00  1.10000000E+00  1.22000000E+00  1.20000000E+02  1.22000000E+02  1.76000000E+02     8.15849447E+03
1.12000000E+00  1.09000000E+00  1.22000000E+00  1.20000000E+02  1.22000000E+02  1.76000000E+02     4.26564138E+03
1.09000000E+00  1.10000000E+00  1.22000000E+00  1.20000000E+02  1.24000000E+02  1.76000000E+02     6.90620356E+03
1.12000000E+00  1.11000000E+00  1.22000000E+00  1.20000000E+02  1.22000000E+02  1.76000000E+02     4.20849880E+03
1.12000000E+00  1.11000000E+00  1.22000000E+00  1.20000000E+02  1.24000000E+02  1.80000000E+02     4.12804662E+03
1.09000000E+00  1.09000000E+00  1.19000000E+00  1.22000000E+02  1.22000000E+02  1.80000000E+02     6.40025446E+03
1.08000000E+00  1.11000000E+00  1.20000000E+00  1.20000000E+02  1.22000000E+02  1.76000000E+02     7.83116572E+03
1.09000000E+00  1.09000000E+00  1.22000000E+00  1.24000000E+02  1.22000000E+02  1.80000000E+02     6.73569151E+03
1.11000000E+00  1.11000000E+00  1.22000000E+00  1.20000000E+02  1.24000000E+02  1.76000000E+02     4.94137573E+03
1.12000000E+00  1.09000000E+00  1.19000000E+00  1.22000000E+02  1.22000000E+02  1.80000000E+02     3.63054872E+03
1.10000000E+00  1.10000000E+00  1.20000000E+00  1.18000000E+02  1.22000000E+02  1.80000000E+02     5.82720986E+03
1.10000000E+00  1.10000000E+00  1.20000000E+00  1.22000000E+02  1.18000000E+02  1.80000000E+02     5.76058477E+03
1.10000000E+00  1.10000000E+00  1.20000000E+00  1.18000000E+02  1.22000000E+02  1.80000000E+02     5.82720986E+03
1.12000000E+00  1.11000000E+00  1.21000000E+00  1.20000000E+02  1.20000000E+02  1.76000000E+02     4.16538126E+03
1.08000000E+00  1.10000000E+00  1.21000000E+00  1.20000000E+02  1.24000000E+02  1.76000000E+02     7.92583967E+03
1.12000000E+00  1.09000000E+00  1.22000000E+00  1.20000000E+02  1.24000000E+02  1.80000000E+02     4.18955636E+03
1.11000000E+00  1.10000000E+00  1.20000000E+00  1.18000000E+02  1.24000000E+02  1.80000000E+02     4.81352131E+03
1.12000000E+00  1.09000000E+00  1.20000000E+00  1.24000000E+02  1.22000000E+02  1.76000000E+02     3.75250291E+03
1.08000000E+00  1.12000000E+00  1.21000000E+00  1.24000000E+02  1.22000000E+02  1.80000000E+02     7.66193166E+03
1.11000000E+00  1.10000000E+00  1.19000000E+00  1.20000000E+02  1.24000000E+02  1.80000000E+02     4.46977862E+03
1.08000000E+00  1.10000000E+00  1.21000000E+00  1.20000000E+02  1.20000000E+02  1.76000000E+02     8.16765120E+03
1.09000000E+00  1.11000000E+00  1.21000000E+00  1.18000000E+02  1.24000000E+02  1.80000000E+02     6.91290974E+03
1.09000000E+00  1.09000000E+00  1.22000000E+00  1.20000000E+02  1.20000000E+02  1.76000000E+02     7.17971192E+03
1.09000000E+00  1.11000000E+00  1.22000000E+00  1.20000000E+02  1.20000000E+02  1.76000000E+02     7.10394489E+03
1.12000000E+00  1.09000000E+00  1.20000000E+00  1.20000000E+02  1.20000000E+02  1.80000000E+02     4.03056025E+03
1.10000000E+00  1.10000000E+00  1.19000000E+00  1.20000000E+02  1.24000000E+02  1.80000000E+02     5.38883025E+03
1.09000000E+00  1.11000000E+00  1.20000000E+00  1.20000000E+02  1.20000000E+02  1.76000000E+02     6.80047711E+03
1.11000000E+00  1.11000000E+00  1.22000000E+00  1.20000000E+02  1.20000000E+02  1.76000000E+02     5.13495808E+03
1.12000000E+00  1.10000000E+00  1.22000000E+00  1.24000000E+02  1.22000000E+02  1.80000000E+02     3.99541355E+03
1.12000000E+00  1.09000000E+00  1.21000000E+00  1.20000000E+02  1.20000000E+02  1.76000000E+02     4.21915253E+03
1.12000000E+00  1.12000000E+00  1.22000000E+00  1.20000000E+02  1.22000000E+02  1.80000000E+02     4.18466395E+03
1.12000000E+00  1.12000000E+00  1.21000000E+00  1.20000000E+02  1.20000000E+02  1.80000000E+02     4.14381471E+03
1.10000000E+00  1.10000000E+00  1.21000000E+00  1.18000000E+02  1.24000000E+02  1.76000000E+02     5.92448161E+03
1.08000000E+00  1.12000000E+00  1.21000000E+00  1.20000000E+02  1.22000000E+02  1.76000000E+02     7.96319958E+03
1.12000000E+00  1.12000000E+00  1.19000000E+00  1.22000000E+02  1.22000000E+02  1.80000000E+02     3.57807466E+03
1.08000000E+00  1.08000000E+00  1.20000000E+00  1.22000000E+02  1.22000000E+02  1.80000000E+02     7.79471020E+03
1.12000000E+00  1.12000000E+00  1.20000000E+00  1.24000000E+02  1.22000000E+02  1.76000000E+02     3.70261508E+03
1.11000000E+00  1.10000000E+00  1.22000000E+00  1.24000000E+02  1.22000000E+02  1.76000000E+02     4.80105427E+03
1.11000000E+00  1.11000000E+00  1.19000000E+00  1.20000000E+02  1.24000000E+02  1.80000000E+02     4.44583590E+03
1.11000000E+00  1.10000000E+00  1.20000000E+00  1.18000000E+02  1.22000000E+02  1.80000000E+02     4.89242084E+03
1.09000000E+00  1.09000000E+00  1.21000000E+00  1.18000000E+02  1.24000000E+02  1.80000000E+02     7.00131218E+03
1.11000000E+00  1.10000000E+00  1.21000000E+00  1.18000000E+02  1.22000000E+02  1.76000000E+02     5.08023079E+03
1.10000000E+00  1.10000000E+00  1.21000000E+00  1.26000000E+02  1.20000000E+02  1.80000000E+02     5.58272611E+03
1.08000000E+00  1.10000000E+00  1.21000000E+00  1.24000000E+02  1.22000000E+02  1.76000000E+02     7.73205851E+03
1.08000000E+00  1.12000000E+00  1.21000000E+00  1.20000000E+02  1.24000000E+02  1.80000000E+02     7.84678501E+03
1.12000000E+00  1.10000000E+00  1.21000000E+00  1.18000000E+02  1.22000000E+02  1.80000000E+02     4.24085191E+03
1.08000000E+00  1.09000000E+00  1.22000000E+00  1.22000000E+02  1.22000000E+02  1.76000000E+02     8.03157860E+03
1.12000000E+00  1.10000000E+00  1.21000000E+00  1.18000000E+02  1.24000000E+02  1.80000000E+02     4.17006580E+03
1.12000000E+00  1.12000000E+00  1.21000000E+00  1.24000000E+02  1.22000000E+02  1.76000000E+02     3.85568739E+03
1.12000000E+00  1.12000000E+00  1.21000000E+00  1.20000000E+02  1.24000000E+02  1.76000000E+02     3.99248516E+03
1.12000000E+00  1.09000000E+00  1.22000000E+00  1.20000000E+02  1.20000000E+02  1.80000000E+02     4.35895166E+03
1.08000000E+00  1.11000000E+00  1.21000000E+00  1.20000000E+02  1.24000000E+02  1.76000000E+02     7.89079143E+03
1.09000000E+00  1.10000000E+00  1.19000000E+00  1.22000000E+02  1.22000000E+02  1.76000000E+02     6.37994454E+03
1.09000000E+00  1.11000000E+00  1.19000000E+00  1.22000000E+02  1.22000000E+02  1.76000000E+02     6.35142364E+03
1.10000000E+00  1.10000000E+00  1.23000000E+00  1.22000000E+02  1.22000000E+02  1.80000000E+02     5.91193473E+03
1.08000000E+00  1.10000000E+00  1.20000000E+00  1.20000000E+02  1.20000000E+02  1.80000000E+02     7.99625085E+03
1.08000000E+00  1.11000000E+00  1.21000000E+00  1.24000000E+02  1.22000000E+02  1.76000000E+02     7.70181298E+03
1.11000000E+00  1.10000000E+00  1.22000000E+00  1.18000000E+02  1.22000000E+02  1.80000000E+02     5.21928657E+03
1.08000000E+00  1.12000000E+00  1.20000000E+00  1.24000000E+02  1.22000000E+02  1.80000000E+02     7.52604563E+03
1.09000000E+00  1.11000000E+00  1.22000000E+00  1.20000000E+02  1.24000000E+02  1.76000000E+02     6.87596439E+03
1.11000000E+00  1.10000000E+00  1.21000000E+00  1.18000000E+02  1.24000000E+02  1.76000000E+02     5.00205943E+03
1.11000000E+00  1.11000000E+00  1.20000000E+00  1.18000000E+02  1.24000000E+02  1.80000000E+02     4.78922087E+03
1.08000000E+00  1.09000000E+00  1.20000000E+00  1.20000000E+02  1.24000000E+02  1.80000000E+02     7.81208074E+03
1.12000000E+00  1.10000000E+00  1.19000000E+00  1.22000000E+02  1.22000000E+02  1.76000000E+02     3.62118525E+03
1.12000000E+00  1.11000000E+00  1.22000000E+00  1.20000000E+02  1.20000000E+02  1.80000000E+02     4.30628218E+03
1.08000000E+00  1.11000000E+00  1.22000000E+00  1.20000000E+02  1.22000000E+02  1.76000000E+02     8.12652951E+03
1.08000000E+00  1.11000000E+00  1.22000000E+00  1.20000000E+02  1.20000000E+02  1.80000000E+02     8.26006674E+03
1.08000000E+00  1.09000000E+00  1.22000000E+00  1.20000000E+02  1.20000000E+02  1.80000000E+02     8.34375305E+03
1.08000000E+00  1.10000000E+00  1.22000000E+00  1.20000000E+02  1.24000000E+02  1.80000000E+02     8.04728190E+03
1.08000000E+00  1.09000000E+00  1.20000000E+00  1.24000000E+02  1.22000000E+02  1.80000000E+02     7.61996147E+03
1.09000000E+00  1.10000000E+00  1.19000000E+00  1.20000000E+02  1.22000000E+02  1.80000000E+02     6.50935362E+03
1.12000000E+00  1.11000000E+00  1.22000000E+00  1.24000000E+02  1.22000000E+02  1.80000000E+02     3.98063882E+03
1.10000000E+00  1.10000000E+00  1.22000000E+00  1.18000000E+02  1.24000000E+02  1.80000000E+02     6.05863153E+03
1.08000000E+00  1.08000000E+00  1.21000000E+00  1.22000000E+02  1.22000000E+02  1.76000000E+02     7.96385262E+03
1.12000000E+00  1.11000000E+00  1.19000000E+00  1.22000000E+02  1.22000000E+02  1.76000000E+02     3.60402561E+03
1.08000000E+00  1.11000000E+00  1.21000000E+00  1.20000000E+02  1.20000000E+02  1.76000000E+02     8.13736720E+03
1.10000000E+00  1.10000000E+00  1.23000000E+00  1.20000000E+02  1.22000000E+02  1.80000000E+02     6.07575364E+03
1.11000000E+00  1.11000000E+00  1.22000000E+00  1.24000000E+02  1.22000000E+02  1.76000000E+02     4.78269174E+03
1.09000000E+00  1.10000000E+00  1.22000000E+00  1.18000000E+02  1.22000000E+02  1.80000000E+02     7.20123975E+03
1.08000000E+00  1.09000000E+00  1.22000000E+00  1.20000000E+02  1.22000000E+02  1.76000000E+02     8.21485153E+03
1.08000000E+00  1.09000000E+00  1.20000000E+00  1.20000000E+02  1.22000000E+02  1.76000000E+02     7.92181831E+03
1.08000000E+00  1.12000000E+00  1.22000000E+00  1.20000000E+02  1.22000000E+02  1.80000000E+02     8.08651525E+03
1.11000000E+00  1.10000000E+00  1.21000000E+00  1.26000000E+02  1.20000000E+02  1.80000000E+02     4.68426780E+03
1.14000000E+00  1.10000000E+00  1.21000000E+00  1.22000000E+02  1.22000000E+02  1.80000000E+02     2.64713157E+03
1.09000000E+00  1.09000000E+00  1.22000000E+00  1.20000000E+02  1.24000000E+02  1.76000000E+02     6.96084549E+03
1.12000000E+00  1.12000000E+00  1.20000000E+00  1.20000000E+02  1.24000000E+02  1.76000000E+02     3.83320682E+03
1.08000000E+00  1.12000000E+00  1.21000000E+00  1.20000000E+02  1.20000000E+02  1.80000000E+02     8.09960558E+03
1.09000000E+00  1.10000000E+00  1.22000000E+00  1.24000000E+02  1.22000000E+02  1.76000000E+02     6.71833420E+03
1.09000000E+00  1.09000000E+00  1.20000000E+00  1.20000000E+02  1.20000000E+02  1.76000000E+02     6.87820282E+03
1.09000000E+00  1.10000000E+00  1.21000000E+00  1.24000000E+02  1.24000000E+02  1.80000000E+02     6.51463666E+03
1.09000000E+00  1.11000000E+00  1.19000000E+00  1.20000000E+02  1.22000000E+02  1.80000000E+02     6.47999785E+03
1.09000000E+00  1.11000000E+00  1.19000000E+00  1.24000000E+02  1.22000000E+02  1.80000000E+02     6.24178946E+03
1.12000000E+00  1.10000000E+00  1.19000000E+00  1.20000000E+02  1.22000000E+02  1.80000000E+02     3.71903035E+03
1.11000000E+00  1.11000000E+00  1.21000000E+00  1.26000000E+02  1.20000000E+02  1.80000000E+02     4.66826036E+03
1.11000000E+00  1.11000000E+00  1.20000000E+00  1.18000000E+02  1.22000000E+02  1.80000000E+02     4.87053420E+03
1.12000000E+00  1.11000000E+00  1.19000000E+00  1.24000000E+02  1.22000000E+02  1.80000000E+02     3.52357249E+03
1.10000000E+00  1.10000000E+00  1.20000000E+00  1.26000000E+02  1.20000000E+02  1.80000000E+02     5.44289165E+03
1.12000000E+00  1.10000000E+00  1.20000000E+00  1.24000000E+02  1.24000000E+02  1.80000000E+02     3.68406874E+03
1.08000000E+00  1.11000000E+00  1.20000000E+00  1.20000000E+02  1.20000000E+02  1.80000000E+02     7.96559390E+03
1.12000000E+00  1.10000000E+00  1.19000000E+00  1.24000000E+02  1.22000000E+02  1.80000000E+02     3.54020953E+03
1.12000000E+00  1.11000000E+00  1.20000000E+00  1.24000000E+02  1.24000000E+02  1.80000000E+02     3.66542410E+03
1.09000000E+00  1.11000000E+00  1.21000000E+00  1.24000000E+02  1.24000000E+02  1.80000000E+02     6.48578071E+03
1.08000000E+00  1.08000000E+00  1.22000000E+00  1.22000000E+02  1.22000000E+02  1.80000000E+02     8.08020739E+03
1.09000000E+00  1.11000000E+00  1.20000000E+00  1.24000000E+02  1.24000000E+02  1.80000000E+02     6.34605336E+03
1.12000000E+00  1.10000000E+00  1.20000000E+00  1.20000000E+02  1.20000000E+02  1.76000000E+02     4.02167086E+03
1.09000000E+00  1.10000000E+00  1.19000000E+00  1.24000000E+02  1.22000000E+02  1.80000000E+02     6.26941101E+03
1.12000000E+00  1.12000000E+00  1.22000000E+00  1.22000000E+02  1.22000000E+02  1.76000000E+02     4.07816935E+03
1.08000000E+00  1.09000000E+00  1.21000000E+00  1.20000000E+02  1.20000000E+02  1.76000000E+02     8.22235248E+03
1.09000000E+00  1.10000000E+00  1.20000000E+00  1.24000000E+02  1.24000000E+02  1.80000000E+02     6.37568258E+03
1.14000000E+00  1.10000000E+00  1.20000000E+00  1.22000000E+02  1.22000000E+02  1.80000000E+02     2.48384813E+03
1.14000000E+00  1.10000000E+00  1.20000000E+00  1.22000000E+02  1.22000000E+02  1.80000000E+02     2.48384813E+03
1.08000000E+00  1.09000000E+00  1.21000000E+00  1.20000000E+02  1.24000000E+02  1.76000000E+02     7.98525518E+03
1.11000000E+00  1.11000000E+00  1.21000000E+00  1.18000000E+02  1.22000000E+02  1.76000000E+02     5.05864227E+03
1.12000000E+00  1.11000000E+00  1.21000000E+00  1.18000000E+02  1.24000000E+02  1.80000000E+02     4.15014891E+03
1.12000000E+00  1.09000000E+00  1.21000000E+00  1.18000000E+02  1.22000000E+02  1.80000000E+02     4.28299466E+03
1.12000000E+00  1.11000000E+00  1.21000000E+00  1.18000000E+02  1.22000000E+02  1.80000000E+02     4.22325878E+03
1.12000000E+00  1.10000000E+00  1.22000000E+00  1.20000000E+02  1.24000000E+02  1.76000000E+02     4.17816412E+03
1.11000000E+00  1.11000000E+00  1.20000000E+00  1.26000000E+02  1.20000000E+02  1.80000000E+02     4.52330545E+03
1.11000000E+00  1.10000000E+00  1.22000000E+00  1.18000000E+02  1.24000000E+02  1.80000000E+02     5.14044557E+03
1.08000000E+00  1.11000000E+00  1.20000000E+00  1.24000000E+02  1.22000000E+02  1.76000000E+02     7.56684450E+03
1.09000000E+00  1.10000000E+00  1.20000000E+00  1.18000000E+02  1.22000000E+02  1.80000000E+02     6.89166939E+03
1.08000000E+00  1.10000000E+00  1.20000000E+00  1.24000000E+02  1.22000000E+02  1.76000000E+02     7.59781944E+03
1.09000000E+00  1.11000000E+00  1.22000000E+00  1.24000000E+02  1.22000000E+02  1.76000000E+02     6.69266924E+03
